Non-trivial	Trivial
2.941581	3.980259
3.365028	2.203427
3.280524	3.542333
9.669614	9.339173
1.206014	1.310838
3.68653	3.364022
0.603038	0.417733
1.54663	1.412961
168.7911	128.5601
1.22253	1.410944
2.122957	1.422559
13.54516	8.494274
1.519889	1.569054
3.745365	2.74954
8.537457	9.208478
1.522469	1.353576
3.014201	2.037023
26.64559	22.2515
0.651232	0.7077
2.641229	3.411691
12.79939	11.26015
3.915494	2.329618
3.486107	2.520143
220.5583	168.3333
5.456843	4.598096
3.634191	4.964565
6.18523	2.947299
212.5943	212.4538
2.707578	3.195607
2.814389	2.262052
6.516677	3.529965
1.126176	1.222676
2.084267	0.809299
1.859518	0.867693
49.8244	33.99779
2.499017	1.939265
11.02878	11.22116
32.14635	80.95381
0.298955	0.247315
3.099142	2.090215
1.082652	1.195064
4.399125	2.800065
5.261469	6.929682
3.125858	1.964558
1.579586	1.292425
42.94701	38.47684
1.547755	1.310241
1.70703	1.185827
7.895667	8.571113
2.357034	1.803617
9.683711	9.293751
1.806868	1.13002
28.58322	18.25808
4.179115	2.957756
12.34871	15.27526
15.09086	16.43621
1.578708	1.160467
0.852066	0.837145
1.965683	2.141599
129.7142	120.6998
3.646818	4.434445
9.67784	6.223987
17.59783	11.6397
1.726939	1.252568
5.508044	4.038469
0.73271	0.701769
1.609346	2.038258
241.5529	147.2222
5.78422	7.876243
0.889388	1.020895
3.280499	2.466856
2.874915	2.003484
3.055843	2.450802
0.813846	1.228376
5.219406	6.348786
11.04816	13.23544
3.834871	3.496798
7.518037	6.660827
1.050211	1.083942
3.063332	1.974391
1.362083	1.063623
2.118245	2.686675
4.373419	2.600401
4.689035	2.781703
1.991336	1.851662
16.96355	14.62885
1.023774	1.022929
32.89515	36.07886
1.924029	1.774131
1.173118	1.046979
1.314605	1.123961
2.192786	1.46263
1.908151	2.182034
1.788998	1.785709
3.934982	5.631853
5.247676	4.450933
1.961221	1.276469
3.282808	3.517818
12.55577	14.47499
18.17	15.06783
2.555693	3.435959
1.059796	0.668386
1.704873	1.25782
790.2842	906.0546
14.52529	10.71454
1.11468	0.848272
1.518473	1.720218
1.80854	1.451172
2.793918	2.857804
13.92587	14.99341
0.447491	0.532696
7.373178	6.630719
3.575935	2.830945
1.128717	1.171658
0.874913	0.771898
23.86218	15.94406
15.51865	12.78953
1.867908	1.947917
6.885542	9.754166
12.83712	11.40615
3.044018	3.477168
3.306723	2.982173
1.971356	1.627449
6.93767	6.495555
4.4487	3.630143
2.020786	2.591307
10.08689	8.845911
0.726443	0.816791
22.6241	13.34958
21.58525	18.09162
2.890848	3.219444
2.418791	2.078443
2.989081	3.419061
12.40745	13.39374
6.279014	3.713623
4.622782	2.832745
12.80602	10.94806
1.652993	1.079275
3.431286	2.261675
6.043611	9.047437
21.77151	37.67187
5.19479	5.659336
9.923962	8.740307
13.40416	15.60215
1.506299	0.976393
7.545845	8.049974
6.579885	6.736959
9.690665	10.6109
11.99418	9.102572
5.073927	5.228759
6.187827	7.843094
35.79728	23.09837
2.059286	1.383526
4.143816	2.626063
24.69902	19.13524
1.903611	1.058768
13.66192	16.11154
3.463402	2.474587
1.382852	1.101947
4.041297	4.193817
2.316384	1.606909
1.890334	1.927479
17.85519	13.8603
6.288642	4.974461
13.81638	9.162301
6.671485	4.02259
9.086503	8.081203
1.471133	1.305567
3.943169	2.990027
2.254782	2.47773
1.862784	1.255107
3.928831	3.98728
2.695406	1.625051
1.644095	1.193221
8.320204	6.098558
1.045832	0.970705
7.577843	4.581482
17.38669	19.00086
0	0
5.48807	5.27825
23.42838	25.49007
1.056292	1.29278
9.771781	10.83722
2.095167	3.535913
2.76975	1.578344
3.53826	3.241545
1.551538	1.26572
1.223677	0.701104
1.633386	1.7575
2.102226	2.465553
2.436336	2.494316
0.376498	0.241537
19.79167	0
3.161756	2.874598
3.66151	2.546849
17.94597	17.48225
29.21785	11.51515
2.236562	1.122291
7.670771	6.985457
5.300633	3.959823
4.085101	6.292918
5.827977	4.697654
1.508239	1.587313
0.278697	0.283654
144.6005	116.9263
2.070468	1.250552
7.277485	4.67394
7.596966	10.86095
0.646628	0.555109
1.036394	1.081159
1.416352	1.197037
0.724614	0.541521
1.442752	1.132567
8.347829	5.098188
2.364741	2.039304
2.645345	3.289251
159.7919	124.9607
5.506631	4.238699
119.7149	75.42851
36.28469	34.78068
1.897058	1.546276
1.18109	1.004112
1.566997	1.319756
17.53792	16.65249
8.305239	9.869481
2.007246	0.808682
22.28651	19.61789
1.183716	1.293914
3.341387	3.688526
2.805784	2.768184
7.864675	8.967939
4.504381	4.194926
25.63938	22.32354
3.382144	3.142881
68.43017	37.14351
25.11858	14.92191
10.99629	11.25097
2.243529	2.311015
9.900522	8.69796
2.015503	1.156083
116.4486	96.69821
30.75958	12.90986
4.763612	4.15626
14.70048	17.62693
0.706659	0.627381
21.15662	0
19.12821	23.70453
1.353276	0.462396
7.463149	6.068245
1.516147	1.19018
0.825888	0.932182
12.45769	11.94902
3.437291	2.471107
0.956607	0.63088
1.365554	1.070377
10.12804	10.23733
18.25312	9.633376
91.83874	69.13866
1.112363	0.721376
7.122114	5.162264
1.494299	1.99277
9.493362	9.590954
3.389	2.052025
1.272899	0.937463
44.88022	44.53441
11.00086	17.28333
10.54333	10.15319
10.14407	6.708196
0.987259	0.735477
1.435298	0.994458
0	0
2.306472	1.40691
0.693562	0.685378
0.483012	0.527277
0.787236	0.487652
1.222013	0.881881
2.072427	1.445645
2.344865	1.806798
3.112856	1.521582
2.492416	1.274126
1.410541	1.576364
7.395992	8.251573
10.83589	11.20396
8.607614	5.936069
26.75109	23.34203
89.84901	108.5807
